PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,PassengerGroup,CabinDeck,CabinNum,CabinSide,LastName
40,0.0,1.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,4456.0,0,28,6.0,1.0,0.0,139.0
41,0.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5311.0,1,29,6.0,931.0,0.0,1353.0
42,1.0,0.0,2.0,45.0,0.0,0.0,155.0,45.0,1058.0,683.0,586.0,0,30,1.0,1042.0,0.0,534.0
43,0.0,1.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,4396.0,0,31,6.0,1042.0,0.0,479.0
44,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4630.0,1,31,6.0,1042.0,0.0,479.0
45,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.0,1,31,6.0,1042.0,0.0,479.0
46,2.0,0.0,2.0,21.0,0.0,752.0,0.0,174.0,0.0,64.0,8443.0,0,32,5.0,2.0,0.0,391.0
47,2.0,1.0,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5389.0,1,32,5.0,2.0,0.0,391.0
48,0.0,0.0,0.0,35.0,0.0,637.0,0.0,0.0,,0.0,7173.0,0,33,4.0,1.0,1.0,1170.0
49,0.0,0.0,2.0,56.0,0.0,0.0,108.0,0.0,857.0,125.0,8061.0,0,34,4.0,931.0,1.0,1096.0
50,0.0,0.0,2.0,,0.0,4.0,0.0,2.0,1216.0,0.0,2589.0,0,35,6.0,1375.0,1.0,1024.0
51,0.0,0.0,2.0,25.0,0.0,0.0,0.0,986.0,0.0,1.0,2733.0,1,36,5.0,112.0,1.0,970.0
52,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6054.0,1,37,0.0,1.0,1.0,2042.0
53,1.0,1.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,1,37,0.0,1.0,1.0,2042.0
54,1.0,0.0,2.0,27.0,0.0,259.0,474.0,1074.0,267.0,3.0,8456.0,1,37,0.0,1.0,1.0,2042.0
55,0.0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,8134.0,0,38,6.0,1485.0,1.0,82.0
56,0.0,0.0,2.0,22.0,0.0,45.0,750.0,146.0,856.0,1.0,7040.0,0,39,5.0,220.0,1.0,1771.0
57,0.0,0.0,2.0,62.0,0.0,0.0,462.0,0.0,17.0,25.0,7298.0,0,40,5.0,329.0,1.0,886.0
58,2.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,41,5.0,440.0,1.0,
59,,1.0,2.0,33.0,0.0,0.0,0.0,,0.0,0.0,1870.0,1,41,4.0,1042.0,1.0,1113.0
60,0.0,0.0,2.0,62.0,0.0,1.0,145.0,191.0,0.0,394.0,2272.0,0,42,6.0,1375.0,0.0,1507.0
61,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5981.0,1,43,6.0,2.0,1.0,1185.0
62,0.0,0.0,2.0,18.0,0.0,1.0,237.0,387.0,0.0,0.0,1602.0,1,43,6.0,2.0,1.0,1185.0
63,0.0,0.0,0.0,21.0,0.0,1064.0,37.0,0.0,0.0,24.0,7991.0,0,43,5.0,549.0,1.0,1185.0
64,2.0,0.0,2.0,,0.0,639.0,0.0,2.0,240.0,0.0,1793.0,0,44,4.0,1153.0,1.0,174.0
65,0.0,0.0,2.0,42.0,0.0,703.0,0.0,9.0,6.0,0.0,,1,45,5.0,647.0,1.0,
66,0.0,0.0,2.0,19.0,0.0,183.0,0.0,5.0,1.0,595.0,5507.0,0,46,5.0,329.0,0.0,251.0
67,0.0,0.0,2.0,17.0,0.0,16.0,1016.0,0.0,0.0,52.0,5916.0,0,47,5.0,440.0,0.0,584.0
68,0.0,0.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,763.0,7647.0,0,48,5.0,749.0,1.0,238.0
69,2.0,0.0,1.0,37.0,0.0,46.0,81.0,611.0,0.0,12.0,3463.0,0,49,3.0,1042.0,0.0,1225.0
70,1.0,0.0,2.0,42.0,0.0,1.0,1430.0,0.0,0.0,431.0,202.0,1,50,2.0,1042.0,1.0,1371.0
71,2.0,0.0,2.0,27.0,0.0,143.0,0.0,769.0,0.0,0.0,1895.0,1,51,5.0,846.0,1.0,536.0
72,2.0,0.0,2.0,28.0,0.0,14.0,0.0,853.0,0.0,0.0,6324.0,1,52,5.0,549.0,0.0,198.0
73,1.0,0.0,2.0,38.0,0.0,0.0,1361.0,0.0,297.0,1275.0,7200.0,0,53,2.0,1153.0,1.0,1566.0
74,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,0,54,6.0,329.0,1.0,2110.0
75,2.0,0.0,2.0,42.0,0.0,1263.0,0.0,0.0,0.0,0.0,7829.0,0,55,5.0,647.0,0.0,543.0
76,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,1,55,5.0,647.0,0.0,543.0
77,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,55,5.0,647.0,0.0,
78,0.0,0.0,2.0,24.0,0.0,556.0,0.0,0.0,0.0,17.0,1935.0,1,56,6.0,440.0,1.0,481.0
79,1.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,3156.0,1,57,2.0,1264.0,1.0,642.0
80,0.0,0.0,2.0,43.0,0.0,202.0,0.0,0.0,523.0,436.0,4399.0,0,58,5.0,749.0,0.0,1140.0
81,2.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,7320.0,1,59,4.0,1264.0,1.0,1764.0
82,0.0,1.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3842.0,1,60,6.0,549.0,1.0,1780.0
83,0.0,1.0,2.0,26.0,0.0,,0.0,0.0,0.0,0.0,2161.0,1,61,6.0,647.0,1.0,2215.0
84,0.0,0.0,2.0,27.0,0.0,1.0,535.0,31.0,181.0,0.0,7748.0,0,61,5.0,932.0,1.0,2215.0
85,0.0,0.0,2.0,19.0,0.0,0.0,0.0,556.0,1.0,34.0,3487.0,0,62,6.0,1707.0,0.0,626.0
86,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,7232.0,1,62,6.0,1707.0,0.0,969.0
87,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7743.0,1,62,6.0,1707.0,0.0,969.0
88,1.0,0.0,2.0,54.0,0.0,0.0,785.0,0.0,3.0,533.0,164.0,0,63,0.0,931.0,1.0,700.0
89,0.0,0.0,2.0,26.0,0.0,0.0,649.0,5.0,32.0,0.0,2394.0,0,64,6.0,112.0,0.0,338.0
90,0.0,0.0,2.0,26.0,0.0,0.0,1108.0,748.0,0.0,87.0,4850.0,1,64,6.0,112.0,0.0,338.0
91,0.0,0.0,1.0,23.0,0.0,283.0,353.0,440.0,37.0,0.0,295.0,0,65,5.0,920.0,0.0,1184.0
92,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7695.0,1,65,6.0,220.0,0.0,468.0
93,2.0,1.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,1,66,,,,2043.0
94,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,673.0,91.0,6653.0,0,67,5.0,965.0,1.0,990.0
95,0.0,0.0,2.0,24.0,0.0,0.0,,0.0,0.0,17.0,725.0,1,68,5.0,976.0,1.0,1276.0
96,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6989.0,1,68,6.0,846.0,1.0,1276.0
97,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2975.0,0,68,6.0,846.0,1.0,1276.0
98,0.0,,2.0,27.0,0.0,0.0,0.0,475.0,2.0,129.0,1545.0,0,69,5.0,943.0,0.0,410.0
99,2.0,0.0,2.0,21.0,0.0,1022.0,5.0,17.0,0.0,0.0,1901.0,0,70,3.0,931.0,1.0,929.0
100,0.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5871.0,0,71,6.0,920.0,1.0,914.0
101,0.0,0.0,2.0,31.0,0.0,464.0,0.0,298.0,0.0,0.0,,0,71,6.0,920.0,1.0,
102,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,6068.0,1,71,6.0,920.0,1.0,914.0
103,1.0,0.0,2.0,32.0,0.0,0.0,341.0,6.0,1170.0,621.0,3526.0,0,72,,,,26.0
104,1.0,,2.0,40.0,0.0,0.0,293.0,0.0,0.0,942.0,185.0,0,72,1.0,1264.0,0.0,212.0
105,1.0,0.0,2.0,42.0,0.0,1109.0,1470.0,0.0,980.0,384.0,119.0,1,72,1.0,1264.0,0.0,26.0
106,1.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4124.0,1,72,1.0,1264.0,0.0,26.0
107,1.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,1,73,4.0,1375.0,1.0,1984.0
108,1.0,0.0,0.0,48.0,1.0,0.0,1074.0,86.0,17.0,13.0,5743.0,1,74,1.0,1.0,1.0,498.0
109,0.0,0.0,2.0,64.0,0.0,0.0,0.0,662.0,0.0,0.0,4015.0,1,75,5.0,965.0,0.0,353.0
110,0.0,0.0,2.0,27.0,0.0,82.0,149.0,374.0,226.0,1.0,5406.0,0,76,6.0,932.0,1.0,151.0
111,2.0,,2.0,26.0,0.0,0.0,0.0,0.0,0.0,,6675.0,1,77,5.0,976.0,0.0,1500.0
112,1.0,0.0,2.0,33.0,0.0,1.0,1028.0,0.0,12.0,355.0,280.0,1,78,3.0,1153.0,0.0,1987.0
113,,0.0,2.0,39.0,0.0,0.0,1043.0,0.0,65.0,1242.0,960.0,0,79,0.0,0.0,0.0,465.0
114,1.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4721.0,1,79,0.0,0.0,0.0,465.0
115,2.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,,1010.0,1,80,5.0,987.0,0.0,1764.0
116,0.0,0.0,2.0,29.0,0.0,0.0,0.0,0.0,572.0,74.0,7067.0,0,81,6.0,943.0,1.0,938.0
117,0.0,0.0,2.0,18.0,0.0,55.0,467.0,49.0,0.0,1.0,4052.0,0,82,5.0,1009.0,0.0,702.0
118,2.0,1.0,2.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,5579.0,1,83,5.0,1009.0,1.0,1333.0
119,2.0,0.0,2.0,35.0,0.0,566.0,0.0,272.0,0.0,25.0,5581.0,0,84,4.0,1485.0,1.0,1311.0
120,2.0,0.0,2.0,61.0,1.0,1128.0,295.0,9.0,293.0,2.0,3561.0,0,85,3.0,1042.0,1.0,723.0
121,2.0,0.0,2.0,45.0,0.0,1097.0,6.0,0.0,0.0,0.0,942.0,0,85,4.0,1596.0,1.0,723.0
122,0.0,1.0,1.0,22.0,0.0,0.0,0.0,,0.0,0.0,6420.0,1,86,6.0,954.0,1.0,753.0
123,2.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3071.0,1,87,5.0,1031.0,1.0,197.0
124,2.0,0.0,2.0,36.0,0.0,1163.0,0.0,0.0,0.0,0.0,2554.0,0,87,3.0,1264.0,1.0,197.0
125,0.0,0.0,2.0,19.0,0.0,0.0,14.0,606.0,0.0,0.0,1445.0,1,88,6.0,749.0,0.0,925.0
126,0.0,0.0,1.0,47.0,0.0,97.0,347.0,124.0,25.0,55.0,,0,89,6.0,965.0,1.0,
127,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2996.0,1,90,6.0,846.0,0.0,814.0
128,0.0,0.0,,34.0,0.0,0.0,22.0,0.0,469.0,199.0,5690.0,0,90,4.0,1264.0,0.0,814.0
129,1.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.0,1,91,2.0,1375.0,1.0,1385.0
130,0.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2918.0,1,92,6.0,920.0,0.0,1290.0
131,0.0,0.0,2.0,26.0,0.0,378.0,0.0,0.0,0.0,396.0,8018.0,0,92,5.0,1031.0,0.0,2168.0
132,2.0,0.0,2.0,31.0,0.0,,0.0,96.0,0.0,0.0,6396.0,0,93,5.0,1043.0,0.0,931.0
133,0.0,0.0,2.0,20.0,0.0,0.0,349.0,202.0,0.0,0.0,3571.0,1,94,5.0,1054.0,1.0,552.0
134,0.0,0.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,8010.0,0,95,6.0,987.0,1.0,2195.0
135,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6864.0,1,96,6.0,998.0,1.0,1023.0
136,2.0,0.0,2.0,42.0,0.0,800.0,0.0,10.0,0.0,76.0,1945.0,0,97,5.0,1054.0,0.0,1489.0
137,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1169.0,1,98,6.0,1009.0,1.0,1023.0
138,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,7033.0,0,99,6.0,932.0,0.0,1851.0
139,0.0,0.0,,41.0,0.0,0.0,0.0,0.0,0.0,508.0,537.0,0,100,5.0,1065.0,0.0,668.0
140,0.0,0.0,2.0,22.0,0.0,1234.0,0.0,0.0,0.0,61.0,3470.0,0,101,6.0,954.0,0.0,76.0
141,1.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,4542.0,1,102,1.0,1596.0,0.0,968.0
142,1.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6933.0,1,102,1.0,1596.0,0.0,968.0
143,0.0,0.0,2.0,57.0,0.0,50.0,930.0,0.0,,132.0,2980.0,1,103,6.0,1020.0,1.0,1036.0
144,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3989.0,0,103,6.0,1020.0,1.0,1036.0
145,2.0,1.0,2.0,35.0,,0.0,0.0,0.0,0.0,0.0,3520.0,1,104,5.0,1120.0,0.0,42.0
146,2.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5661.0,1,105,5.0,1098.0,1.0,728.0
147,2.0,0.0,2.0,27.0,0.0,924.0,0.0,48.0,22.0,134.0,6640.0,0,105,5.0,1098.0,1.0,728.0
148,0.0,1.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,8122.0,0,106,6.0,965.0,0.0,709.0
149,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,212.0,481.0,5683.0,0,107,4.0,2.0,1.0,1281.0
150,0.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1910.0,1,108,6.0,1043.0,1.0,874.0
151,0.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3696.0,1,109,6.0,976.0,0.0,1096.0
152,0.0,,2.0,58.0,0.0,0.0,717.0,0.0,5.0,0.0,3885.0,1,110,4.0,112.0,1.0,891.0
153,0.0,0.0,0.0,21.0,0.0,265.0,0.0,16.0,113.0,169.0,2415.0,0,111,5.0,1131.0,0.0,1167.0
154,1.0,0.0,2.0,38.0,0.0,0.0,1462.0,1.0,1319.0,1015.0,7804.0,0,112,1.0,931.0,1.0,1072.0
155,2.0,0.0,2.0,38.0,0.0,1204.0,0.0,158.0,28.0,117.0,8175.0,0,113,3.0,1375.0,1.0,1148.0
156,0.0,0.0,2.0,19.0,0.0,1.0,203.0,558.0,2.0,11.0,2590.0,1,114,6.0,998.0,0.0,2152.0
157,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6515.0,0,114,6.0,998.0,0.0,2152.0
158,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6850.0,1,114,6.0,998.0,0.0,2152.0
159,0.0,0.0,2.0,20.0,0.0,0.0,0.0,3.0,279.0,92.0,5837.0,0,115,6.0,1009.0,0.0,251.0
160,1.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4773.0,1,116,2.0,1042.0,0.0,597.0
161,0.0,0.0,2.0,37.0,0.0,17.0,140.0,373.0,0.0,219.0,7249.0,1,117,5.0,1109.0,1.0,2147.0
162,0.0,0.0,2.0,25.0,0.0,62.0,0.0,0.0,0.0,725.0,1437.0,0,118,6.0,1020.0,0.0,1833.0
163,0.0,1.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.0,1,119,6.0,1054.0,1.0,1739.0
164,0.0,0.0,0.0,49.0,0.0,84.0,3.0,354.0,195.0,98.0,3816.0,0,120,4.0,1596.0,0.0,210.0
165,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,121,6.0,1065.0,1.0,
166,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7462.0,1,122,6.0,1031.0,0.0,2.0
167,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6667.0,0,122,6.0,1031.0,0.0,2.0
168,0.0,0.0,2.0,39.0,0.0,0.0,0.0,10.0,711.0,0.0,4972.0,0,122,6.0,1031.0,0.0,2.0
169,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7194.0,1,123,5.0,1165.0,0.0,1656.0
170,2.0,0.0,2.0,23.0,0.0,,0.0,8.0,770.0,0.0,3133.0,0,123,5.0,1165.0,0.0,1656.0
171,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3419.0,1,123,5.0,1165.0,0.0,1656.0
172,2.0,0.0,2.0,39.0,0.0,351.0,0.0,696.0,0.0,0.0,934.0,1,124,5.0,1176.0,0.0,728.0
173,2.0,0.0,1.0,25.0,0.0,792.0,0.0,599.0,0.0,7.0,1476.0,0,125,3.0,1264.0,0.0,645.0
174,1.0,0.0,2.0,36.0,0.0,0.0,711.0,0.0,650.0,487.0,828.0,0,126,2.0,1264.0,0.0,599.0
175,0.0,,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,4288.0,1,127,6.0,1043.0,0.0,476.0
176,0.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6550.0,0,128,6.0,1076.0,1.0,1368.0
177,0.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2648.0,1,129,6.0,1054.0,0.0,450.0
178,1.0,1.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4549.0,1,130,1.0,1042.0,1.0,86.0
179,1.0,1.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2524.0,1,130,1.0,1042.0,1.0,86.0
180,1.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,6322.0,1,131,1.0,1707.0,0.0,644.0
181,1.0,0.0,0.0,,0.0,0.0,1059.0,,701.0,382.0,7988.0,1,131,0.0,931.0,0.0,644.0
182,1.0,1.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,1,132,2.0,1596.0,1.0,949.0
183,0.0,0.0,2.0,29.0,0.0,0.0,2.0,66.0,0.0,580.0,1533.0,0,133,6.0,1087.0,1.0,1447.0
184,1.0,0.0,0.0,,0.0,2.0,933.0,12.0,782.0,120.0,6013.0,1,134,2.0,1707.0,1.0,263.0
185,0.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,7704.0,0,135,6.0,1065.0,0.0,1262.0
186,,1.0,0.0,24.0,0.0,0.0,0.0,,0.0,0.0,752.0,1,136,3.0,1375.0,0.0,1071.0
187,2.0,0.0,2.0,29.0,0.0,713.0,1.0,135.0,0.0,0.0,6179.0,1,137,5.0,1198.0,0.0,61.0
188,2.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1943.0,1,137,5.0,1198.0,0.0,61.0
189,2.0,0.0,2.0,17.0,0.0,674.0,0.0,282.0,176.0,0.0,6268.0,0,137,5.0,1198.0,0.0,540.0
190,0.0,0.0,2.0,13.0,0.0,185.0,0.0,0.0,51.0,605.0,4031.0,0,138,4.0,1707.0,0.0,2208.0
191,0.0,0.0,2.0,35.0,0.0,143.0,178.0,0.0,10.0,341.0,7014.0,0,138,5.0,1209.0,0.0,2208.0
192,0.0,0.0,2.0,21.0,0.0,321.0,256.0,0.0,0.0,143.0,1502.0,0,139,5.0,1220.0,0.0,1399.0
193,0.0,0.0,0.0,21.0,0.0,0.0,56.0,0.0,0.0,977.0,6958.0,0,140,5.0,1154.0,1.0,818.0
194,0.0,0.0,2.0,38.0,0.0,967.0,0.0,0.0,27.0,0.0,6365.0,0,141,5.0,1231.0,0.0,1835.0
195,0.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5960.0,1,142,6.0,1109.0,0.0,1720.0
196,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7903.0,1,143,6.0,1120.0,0.0,2182.0
197,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8223.0,1,143,6.0,1120.0,0.0,2182.0
198,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.0,0,143,6.0,1120.0,0.0,2182.0
199,0.0,0.0,2.0,25.0,0.0,120.0,82.0,,0.0,0.0,2366.0,0,143,4.0,2.0,0.0,2182.0
200,0.0,0.0,2.0,16.0,0.0,0.0,3.0,0.0,0.0,773.0,7995.0,0,143,5.0,1242.0,0.0,2182.0
201,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8229.0,0,143,6.0,1120.0,0.0,2182.0
202,0.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3606.0,1,143,6.0,1120.0,0.0,2182.0
203,2.0,0.0,0.0,21.0,0.0,1116.0,0.0,117.0,0.0,0.0,1956.0,0,144,4.0,329.0,1.0,183.0
204,2.0,0.0,2.0,23.0,0.0,863.0,78.0,1.0,2.0,0.0,8385.0,0,144,4.0,329.0,1.0,1683.0
